name,author,latest_release,created,size,latest_game_version,categories,downloads,mod_loaders
Bamboo Everything,Gaz_,"Sep 11, 2024","Jul 23, 2019",165.14 KB,1.21.1,Cosmetic,"20,578,965","Forge, Fabric, NeoForge"
Dramatic Doors,FizzWare,"Sep 7, 2024","May 3, 2020",12.17 MB,1.20.1,Redstone | Cosmetic,"8,208,284","Forge, NeoForge, Fabric, Quilt"
MoreJS,Lytho,"Jul 27, 2024","Aug 30, 2022",169.46 KB,1.20.1,Structures | Server Utility | KubeJS | Map and Information | Utility & QoL,"6,132,441","Fabric, Forge, NeoForge"
Quartz,RogueLogix,"May 8, 2024","Dec 4, 2021",143.21 KB,1.19.2,API and Library,"9,216,685","Forge, NeoForge"
Wither Spawn Fix [Fabric/Forge/Neoforge],Joespeph,"Jul 7, 2024","Jun 30, 2024",69.39 KB,1.21,Utility & QoL,"714,999","Fabric, Quilt, Forge, NeoForge"
'Dustrial Decor,BlueDuck,"Feb 2, 2024","Aug 10, 2020",405.34 KB,1.20.1,"Redstone | Armor, Tools, and Weapons | Cosmetic","8,459,075",Forge
Farmer's Knives [Fabric],ianm1647,"Apr 22, 2024","May 30, 2022",100.78 KB,1.20.1,"Armor, Tools, and Weapons | Farming | Addons","9,221,848","Fabric, Quilt"
Environmental,TeamAbnormals,"Apr 26, 2024","Jun 11, 2020",6.13 MB,1.19.2,Food | Mobs | Ores and Resources | Biomes,"15,075,283",Forge
Building Wands,nicguzzo,"Aug 23, 2024","Feb 18, 2020",361.04 KB,1.20.4,"Armor, Tools, and Weapons | Utility & QoL","5,031,838","Fabric, Forge"
TipTheScales,Jaredlll08,"Aug 13, 2024","Nov 21, 2017",13.27 KB,1.21.1,Utility & QoL | Cosmetic,"46,461,534","Forge, Fabric, NeoForge"
Load My Resources [Forge],Keksuccino,"Sep 24, 2023","Oct 7, 2021",31.84 KB,1.20.4,Cosmetic,"6,467,247",Forge
AE2 Stuff,bdew,"Oct 16, 2017","Oct 28, 2014",489.48 KB,1.7.10,"Applied Energistics 2 | Energy, Fluid, and Item Transport | Technology","54,340,797",-
Endless Biomes,MadoctheHadoc,"Aug 31, 2024","Sep 3, 2022",2.85 MB,1.20.1,Biomes | World Gen | Dimensions | MCreator | Structures,"7,437,416",Forge
Blue Flame Burning,LobsterJonn,"Jul 9, 2024","Aug 6, 2022",17.46 KB,1.21,Cosmetic | Utility & QoL,"9,083,304","Forge, NeoForge"
Decorative Blocks (Fork),TheWinABagel,"Sep 28, 2023","Jul 22, 2023",584.62 KB,1.20.1,Cosmetic,"6,953,562","Forge, NeoForge, Fabric"
Bonsai Trees 3,davenonymous,"Sep 9, 2024","Sep 29, 2017",1.35 MB,1.20.1,Cosmetic | Farming,"49,752,733",Forge
Dynamic View[Forge],someaddon,"Jul 27, 2024","Mar 7, 2020",20.13 KB,1.21.1,Server Utility | World Gen,"17,295,237","Forge, Fabric, NeoForge"
Clayworks,TeamAbnormals,"Apr 30, 2024","Mar 12, 2022",1.09 MB,1.20.1,Ores and Resources | Cosmetic,"4,552,555","Forge, NeoForge"
Woodworks,TeamAbnormals,"Apr 26, 2024","Nov 2, 2021",1.35 MB,1.20.1,Cosmetic | Structures,"5,020,266","Forge, NeoForge"
Quality Tools,Tmtravlr,"Jun 30, 2019","Apr 9, 2017",81.59 KB,1.12.2,"Armor, Tools, and Weapons","21,385,856",-
LibZ,Globox_Z,"Sep 11, 2024","Mar 24, 2023",2.00 MB,1.21.1,API and Library,"5,593,348",Fabric
FTB Backups 2,FTB,"Jul 4, 2024","May 12, 2022",1.85 MB,1.21.1,Map and Information | Server Utility,"14,648,231","Forge, Fabric, NeoForge"
Waddles,Girafi,"Jul 8, 2024","Oct 4, 2016",250.21 KB,1.21.1,Mobs,"35,158,130","Forge, NeoForge, Fabric"
Boat Item View,50ap5ud5,"Jun 16, 2023","May 14, 2021",1007.48 KB,1.20.6,Cosmetic | Map and Information | Adventure and RPG | Utility & QoL,"7,161,492",Fabric
Just Enough Effect Descriptions (JEED),MehVahdJukaar,"Sep 5, 2024","Sep 29, 2021",147.54 KB,1.21,Addons | Map and Information,"12,083,745","Forge, Fabric, NeoForge"
Marium's Soulslike Weaponry,mariumbacchus,"Aug 25, 2024","Jun 10, 2022",6.18 MB,1.20.1,"Structures | Adventure and RPG | Mobs | Armor, Tools, and Weapons","7,373,195","Fabric, Forge"
Waila Harvestability,squeek502,"Apr 26, 2021","May 2, 2014",28.73 KB,1.16.5,Map and Information | Addons,"59,050,639",Forge
"Spyglass Improvements: Zoom, Quick Access... [Fabric/Forge]",Im_JC52,"Aug 16, 2024","Jan 23, 2022",58.75 KB,1.21.1,Utility & QoL | Cosmetic,"7,168,539","Fabric, Forge, Quilt, NeoForge"
Little Logistics,Sveid,"Oct 15, 2023","Jan 19, 2022",815.42 KB,1.20.1,"Technology | Energy, Fluid, and Item Transport | Automation","12,627,957","Forge, NeoForge"
Default Server Properties,ErrorMikey,"Jun 16, 2024","Sep 16, 2022",7.07 KB,1.21,Server Utility,"4,525,323","Forge, Fabric, NeoForge"
Iron Chests: Restocked,ThatGravyBoat,"Jul 29, 2023","Jun 29, 2021",431.61 KB,1.19.2,Utility & QoL | Storage,"8,610,214","Fabric, Forge, NeoForge"
Animatica,FoundationGames,"Jun 14, 2024","Oct 2, 2021",69.83 KB,1.21,Cosmetic,"10,329,188","Fabric, Quilt"
Dynamic Trim,Andrew6rant,"Jan 11, 2024","Aug 12, 2023",282.68 KB,1.20.1,"Utility & QoL | Armor, Tools, and Weapons | Cosmetic","4,451,589","Fabric, Quilt, Forge, NeoForge"
All the Wizard Gear,Iron431,"Sep 2, 2024","Oct 24, 2023",110.28 KB,1.21.1,"Armor, Tools, and Weapons | Magic","4,111,053","Forge, NeoForge"
Quartz Elevator,atonkish,"Sep 1, 2024","Feb 2, 2021",1.03 MB,1.21.1,Player Transport,"12,315,691",Fabric
Item Borders [Fabric],Grend_G,"Aug 3, 2024","Oct 27, 2021",23.35 KB,1.21,"Map and Information | Adventure and RPG | Utility & QoL | Armor, Tools, and Weapons | Miscellaneous","4,782,138",Fabric
Elenai Dodge,ElenaiDev,"Dec 21, 2021","Apr 4, 2020",222.73 KB,1.12.2,"Player Transport | Magic | Adventure and RPG | Armor, Tools, and Weapons","12,069,716",Forge
JustHammers,ErrorMikey,"Aug 11, 2024","Sep 25, 2022",98.50 KB,1.21,"Armor, Tools, and Weapons","3,741,934","Forge, NeoForge, Fabric"
Packing Tape,gigaherz,"Aug 17, 2024","Dec 8, 2015",86.81 KB,1.21.1,Technology | Storage,"14,348,522","Forge, NeoForge"
Everything is Copper,LobsterJonn,"Sep 11, 2024","Feb 12, 2022",619.92 KB,1.21.1,"Armor, Tools, and Weapons | Utility & QoL | Cosmetic","4,326,863","Forge, NeoForge"
Axolotl Bucket Fix,coldlavalamp,"Jun 15, 2024","Jun 19, 2021",36.31 KB,1.21,Cosmetic,"8,792,848",Fabric
[Let's Do] Beachparty,satisfy,"May 6, 2024","May 6, 2023",3.39 MB,1.20.1,"Biomes | Cosmetic | Armor, Tools, and Weapons | Food","4,248,577","Fabric, Quilt, Forge, NeoForge"
TNTUtils,ljfa2,"Dec 29, 2017","Feb 1, 2015",30.31 KB,1.12.2,Server Utility,"14,683,992",-
Wavey Capes,tr7zw,"Aug 20, 2024","Aug 29, 2021",350.76 KB,1.21.1,Adventure and RPG | Cosmetic,"4,167,624","Forge, Fabric, NeoForge"
Disenchanter (The Disenchanter Mod),impelon,"Nov 9, 2021","Jun 3, 2016",168.68 KB,1.12.2,"Armor, Tools, and Weapons | Magic","19,988,125",Forge
Chance Cubes,TurkeyDev,"Feb 29, 2024","Jul 24, 2015",868.37 KB,1.18.2,Miscellaneous,"47,634,115","Forge, NeoForge"
AI Reducer,Charles445,"Dec 2, 2021","Mar 17, 2020",83.31 KB,1.12.2,Server Utility,"12,994,899",-
Born in a Barn,Speiger,"Jun 12, 2023","Jan 21, 2018",4.73 KB,1.12.2,World Gen | Structures | Server Utility,"15,372,008",Forge
Construct's Armory,TheIllusiveC4,"Jul 6, 2022","Feb 19, 2018",873.85 KB,1.12.2,"Tinker's Construct | Armor, Tools, and Weapons | Addons","35,238,303",Forge
Giant Player Boss,Lothrazar,"Jun 30, 2019","Nov 25, 2018",99.61 KB,1.12.2,Mobs,"10,830,097",-
Extra Thicc Packets,JaselUmena,"Oct 17, 2022","Oct 14, 2022",7.02 KB,1.21.1,Server Utility,"4,829,496",Fabric
Shrines Structures,silverminer007,"Aug 25, 2023","Nov 10, 2020",761.41 KB,1.20.1,World Gen | Structures | Adventure and RPG,"10,735,408",Forge
Starlight (Fabric),Spottedstar,"Dec 11, 2023","Aug 29, 2021",123.45 KB,1.20.4,Performance | Performance,"17,553,007",Fabric
Rough Tweaks,Lellson8,"Jun 16, 2018","Oct 1, 2016",25.27 KB,1.12.2,Miscellaneous,"18,574,190",-
Architect's Palette,Jsburg,"Jan 26, 2024","Jan 5, 2021",2.25 MB,1.19.2,Cosmetic,"10,824,914",Forge
AutoTag,Apace,"Jul 8, 2023","Apr 27, 2022",51.43 KB,1.20.1,API and Library | Miscellaneous | Utility & QoL | Server Utility,"6,884,771",Fabric
Spice of Life: Apple Pie Edition,Txni,"Jun 19, 2023","Nov 17, 2022",185.38 KB,1.20.1,Technology | Adventure and RPG | Farming | Food | Utility & QoL,"5,079,866",Forge
OpenModsLib,OpenMods,"Aug 20, 2019","Mar 24, 2015",2.06 MB,1.7.10,API and Library,"66,066,577",-
Brewin' And Chewin',lumpazl,"Apr 1, 2023","Jun 28, 2022",358.29 KB,1.19.2,Food,"3,916,857",Forge
WanionLib,WanionCane,"Jul 4, 2023","Nov 1, 2016",217.81 KB,1.12.2,API and Library,"61,112,127",Forge
Environmental Tech,ValkyrieofNight,"Aug 23, 2021","May 25, 2016",978.37 KB,1.12.2,"Energy, Fluid, and Item Transport | Processing | Energy | Technology | Player Transport","56,939,387",Forge
Winterly,PinkGoosik,"Jul 17, 2024","Dec 5, 2021",300.27 KB,1.20.4,Miscellaneous | Cosmetic,"7,409,991","Fabric, Quilt, NeoForge"
The Endergetic Expansion,TeamAbnormals,"Feb 29, 2024","Apr 4, 2018",14.60 MB,1.19.2,"Dimensions | World Gen | Armor, Tools, and Weapons | Biomes | Mobs","24,915,157",Forge
Bocchium,pOtAto__bOy,"Feb 7, 2024","Aug 22, 2023",9.94 KB,1.18.2,Performance | Addons,"2,299,819","Forge, NeoForge"
Pet Cemetery,TeamAbnormals,"Apr 2, 2024","Jan 7, 2022",275.38 KB,1.19.2,Mobs | Cosmetic | Magic | Utility & QoL | Adventure and RPG,"1,572,851","Forge, NeoForge"
OpenBlocks,OpenMods,"Apr 14, 2019","Mar 24, 2015",3.07 MB,1.12.2,Miscellaneous,"66,192,132",-
Sky Villages [Fabric],Aureljz,"Aug 21, 2024","Nov 9, 2021",241.71 KB,1.21.1,Structures | World Gen | Adventure and RPG,"7,143,313",Fabric
Armor Underwear Mod [FORGE],The_Wabbit0101,"Jan 31, 2024","Jan 3, 2019",519.51 KB,1.18.2,"Adventure and RPG | Armor, Tools, and Weapons | Cosmetic","14,584,061",Forge
AppleCore,squeek502,"May 31, 2020","Sep 23, 2014",87.51 KB,1.12.2,API and Library | Food,"65,061,705",Forge
Wall-Jump! [FORGE],genandnic,"Jan 7, 2022","Jun 4, 2018",81.16 KB,1.18.2,"Player Transport | Armor, Tools, and Weapons | Adventure and RPG | Miscellaneous","21,533,422",Forge
Project: Vibrant Journeys,OrderedChaosDev,"Aug 30, 2024","Aug 8, 2018",737.05 KB,1.21.1,World Gen,"16,680,442","Forge, NeoForge"
Tetranomicon,syrikalis,"Feb 11, 2024","Feb 11, 2021",619.26 KB,1.20.1,"Addons | Adventure and RPG | Armor, Tools, and Weapons | Technology","12,063,071","Forge, NeoForge"
Fabric Seasons: Extras,D4rkness_King,"Jun 10, 2023","Mar 20, 2023",266.73 KB,1.20.1,Addons | Technology | Miscellaneous | Utility & QoL,"5,509,265",Fabric
Origins (Forge),EdwinMindcraft,"May 4, 2024","Apr 22, 2021",2.20 MB,1.20.1,Adventure and RPG,"7,753,314","Forge, NeoForge"
[TaCZ] Timeless and Classics Zero,nekocrane,"Aug 12, 2024","May 31, 2024",23.88 MB,1.20.1,"Armor, Tools, and Weapons | Adventure and RPG","1,589,930","Forge, Fabric"
True Darkness,GrondagTheBarbarian,"Dec 12, 2022","Aug 24, 2019",27.02 KB,1.19.3,Adventure and RPG | Cosmetic,"3,716,096","Fabric, Forge, Quilt"
MC Dungeons Armors,chronos_sacaria,"Apr 21, 2024","Dec 6, 2020",1.05 MB,1.20.1,"Armor, Tools, and Weapons | Cosmetic | Adventure and RPG","9,476,724","Fabric, Forge"
No Tree Punching,AlcatrazEscapee,"Jun 21, 2023","Feb 25, 2018",490.85 KB,1.20.1,"Technology | World Gen | Armor, Tools, and Weapons","14,305,257","Forge, Fabric, NeoForge"
Dynamic Surroundings: HUDs,OreCruncher,"Nov 2, 2019","Dec 20, 2018",94.02 KB,1.12.2,Adventure and RPG | Addons,"13,670,768",Forge
Food Expansion,Lellson8,"Jun 16, 2018","Aug 24, 2015",79.55 KB,1.12.2,Food | Farming,"15,638,293",-
The Knocker,M_Productions,"Jun 30, 2024","Apr 10, 2024",412.80 KB,1.19.2,Adventure and RPG | Mobs,"1,714,757",Forge
Reskillable,lanse505,"Oct 25, 2019","Jan 29, 2018",330.71 KB,1.12.2,API and Library | Adventure and RPG | Map and Information,"17,300,493",Forge
p455w0rd's Library,TheRealp455w0rd,"Nov 21, 2019","Dec 17, 2016",321.09 KB,1.12.2,API and Library,"57,748,994",Forge
XyCraft,Soaryn,"Aug 6, 2024","Aug 1, 2022",9.79 MB,1.20.1,Cosmetic | API and Library | Technology,"5,554,898","Forge, NeoForge"
Trinkets and Baubles,XzeroAir,"Apr 2, 2023","Oct 14, 2017",1.88 MB,1.12.2,Magic | Adventure and RPG,"13,988,171",Forge
Varied Commodities,Noppes_,"Mar 31, 2023","Jan 23, 2017",1.68 MB,1.12.2,"Cosmetic | Armor, Tools, and Weapons | Adventure and RPG","14,791,047",Forge
Rotten Creatures,fusionstudiomc,"Nov 3, 2022","Mar 26, 2020",1.32 MB,1.19.2,Mobs | World Gen | Adventure and RPG,"12,186,852","Forge, Fabric, Quilt"
LazyDFU,tuxed,"Jun 8, 2022","Jan 4, 2021",14.19 KB,1.20.6,Server Utility,"20,420,455",Fabric
Defiled Lands,Lykrast,"Dec 1, 2019","Aug 2, 2017",762.13 KB,1.12.2,"Mobs | Armor, Tools, and Weapons | Adventure and RPG | Ores and Resources | Biomes","14,415,681",Forge
RealBench,Prototik,"Dec 1, 2017","Oct 27, 2015",16.70 KB,1.12.2,Miscellaneous,"11,686,091",-
Show Me What You Got,Apace,"Nov 18, 2023","Jan 6, 2022",27.19 KB,1.20.2,Map and Information | Utility & QoL | Server Utility,"4,957,329","Fabric, Quilt"
Spellblades and Such (Spell Engine),cleannrooster,"Sep 11, 2024","Jan 17, 2023",609.05 KB,1.21.1,"Armor, Tools, and Weapons | Magic","5,201,116",Fabric
Better Survival mod,block_vader,"Apr 2, 2023","Feb 12, 2017",467.97 KB,1.12.2,"Armor, Tools, and Weapons","13,922,745",Forge
Dynamic Trees - Defiled Lands,MaxHyper,"Dec 12, 2020","Dec 12, 2020",32.48 KB,1.12.2,Addons | World Gen | Biomes | Cosmetic,"7,733,908",Forge
Eating Animation [Neo/Forge],matyrobbrt,"Jul 26, 2024","Jan 21, 2022",283.07 KB,1.21,Miscellaneous | Food | Cosmetic,"5,342,733","Forge, NeoForge"
Simple Shops,wolforce,"Aug 22, 2023","Aug 18, 2021",132.44 KB,1.20.1,"Armor, Tools, and Weapons | Server Utility | Adventure and RPG | Storage","9,069,842","Forge, NeoForge"
Universal Grid,Ultramegaaa,"Nov 4, 2023","Oct 12, 2021",42.85 KB,1.20.1,"Energy, Fluid, and Item Transport | Technology | Addons | Storage","13,296,373","Forge, NeoForge"
Mythic Mounts,chirpycricket__,"Sep 19, 2023","Aug 19, 2021",4.16 MB,1.20.1,Mobs | Player Transport,"9,479,403",Fabric
XyCraft: World,Soaryn,"Aug 6, 2024","Aug 1, 2022",2.67 MB,1.20.1,Cosmetic | Ores and Resources | World Gen,"5,528,940","Forge, NeoForge"
[FABRIC/QUILT] Disable Custom Worlds Advice,Nara,"Jul 7, 2024","Aug 13, 2020",37.12 KB,1.21,World Gen | Dimensions | Miscellaneous | Biomes | Utility & QoL,"8,688,628","Fabric, Quilt"
Lunar,Mrbysco,"Aug 7, 2024","Mar 30, 2022",82.06 KB,1.21.1,Miscellaneous,"3,446,466","Forge, NeoForge, Fabric"
Highlight,ThatGravyBoat,"Jun 20, 2024","Sep 2, 2022",446.63 KB,1.21,Utility & QoL | Cosmetic,"3,882,332","Fabric, Forge, NeoForge"
Corpse Complex,TheIllusiveC4,"Feb 14, 2023","Jul 8, 2017",163.46 KB,1.16.5,Miscellaneous,"15,719,512",Forge
Hexerei,JoeFoxe,"Jun 21, 2024","Nov 20, 2021",9.05 MB,1.20.1,Magic | Storage | Structures,"17,714,904","Forge, NeoForge"
Aether Villages,Aureljz,"Sep 10, 2024","Jul 29, 2024",630.98 KB,1.20.2,Dimensions | Structures | World Gen | Addons,"621,623",Forge
Convenient Decor,mim1q,"Jul 10, 2024","Jan 7, 2023",705.41 KB,1.20.2,Adventure and RPG | Cosmetic | Utility & QoL,"3,150,968",Fabric
Solar Flux Reborn,Zeith,"Aug 8, 2024","Jul 2, 2016",283.31 KB,1.21.1,Thermal Expansion,"36,652,450","Forge, NeoForge"
CoralReef,primetoxinz,"Sep 2, 2022","Aug 19, 2016",53.46 KB,1.18.2,Structures | Cosmetic | Ores and Resources,"16,010,501","Forge, Fabric"
MalisisCore,Ordinastie,"Feb 27, 2019","Aug 31, 2014",1.85 MB,1.12.2,API and Library,"49,749,834",-
XP From Harvest,RealGecko,"Jul 12, 2022","Mar 3, 2018",9.37 KB,1.19,Miscellaneous,"14,595,986",Forge
EMI Trades (Villager Trading EMI Plugin),fzzyhmstrs,"Jan 13, 2024","Dec 13, 2022",54.98 KB,1.20.4,API and Library | Map and Information | Utility & QoL,"2,917,699","Fabric, Quilt, Forge, NeoForge"
StackablePotions [Forge],Cursed1nferno,"Jul 15, 2023","Mar 27, 2022",10.44 KB,1.19.4,Server Utility,"5,758,627",Forge
Fantastic Lib,laike_endaril,"Jun 7, 2021","Feb 25, 2019",602.51 KB,1.12.2,API and Library,"8,667,514",-
AE Additions - ExtraCells2 Fork,MasterYodAT9G,"Apr 1, 2024","Jun 14, 2021",732.74 KB,1.20.1,Energy | Applied Energistics 2 | Automation | Storage,"10,904,932","Forge, Fabric"
HelpFixer,matthewprenger,"Sep 13, 2017","Aug 28, 2014",6.62 KB,1.12.2,Server Utility,"13,213,806",-
Roughly Enough Professions (REP),Mrbysco,"Sep 7, 2024","Mar 26, 2022",21.92 KB,1.21.1,Map and Information | Utility & QoL | Addons,"12,042,815","Fabric, Forge, NeoForge"
Vivecraft,Ferri_Arnus,"Aug 10, 2024","Sep 4, 2022",4.61 MB,1.20.4,API and Library | Cosmetic,"4,740,561","Fabric, Quilt, Forge, NeoForge"
Locks,Melonslise,"Dec 16, 2021","Nov 11, 2016",1.46 MB,1.12.2,Cosmetic | Storage | World Gen | Adventure and RPG | Miscellaneous,"7,940,702",Forge
Thermal Endergy,EpicSquid315,"Mar 18, 2024","Jun 4, 2023",183.34 KB,1.20.1,Energy | Technology | Thermal Expansion,"1,421,498","Forge, NeoForge"
Dimension Stages,DarkhaxDev,"Mar 9, 2024","Jun 8, 2017",12.53 KB,1.19.2,Dimensions | CraftTweaker | Server Utility | Map and Information,"17,556,361",Forge
JAOPCA,TheLMiffy1111,"Aug 22, 2024","May 6, 2017",890.89 KB,1.20.1,Technology | Processing | Addons,"27,085,371","Forge, NeoForge"
Hang Glider [Forge & Fabric],Fuzs,"Jul 12, 2024","Apr 20, 2023",128.46 KB,1.21,"Utility & QoL | Adventure and RPG | Armor, Tools, and Weapons","2,278,001","Forge, Fabric, NeoForge"
Sushi Go Crafting,Buuz135,"Aug 21, 2024","Mar 2, 2021",690.84 KB,1.20.1,Food,"5,628,208","Forge, NeoForge"
Farsighted Mobs (Forge & NeoForge),Sindarin27,"Jan 4, 2024","Jul 20, 2021",10.72 KB,1.20.4,Server Utility | Mobs,"6,335,092","Forge, NeoForge"
Bewitchment,MoriyaShiine,"Mar 23, 2024","Jul 11, 2020",5.47 MB,1.20.1,"World Gen | Magic | Armor, Tools, and Weapons","8,658,162","Fabric, Quilt"
Better Beds,Motschen,"Jun 17, 2024","Feb 6, 2021",38.98 KB,1.21,Cosmetic,"4,492,241","Fabric, Quilt, NeoForge"
YDM's Weapon Master,YourDailyModderx,"Jul 27, 2024","Apr 10, 2022",309.50 KB,1.20.1,Cosmetic,"7,641,180","Forge, Fabric, NeoForge"
Chunky (Fabric),pop4959,"Jun 17, 2024","Jan 3, 2021",335.79 KB,1.21,World Gen | Server Utility | Dimensions,"8,313,296",Fabric
Anvil Patch - lawful,Lumber_Wizard,"Jan 12, 2022","Apr 24, 2019",16.53 KB,1.12.2,Miscellaneous,"13,664,347",Forge
MalisisDoors,Ordinastie,"Feb 1, 2018","Aug 31, 2014",1.66 MB,1.12.2,Cosmetic,"50,598,057",-
Realistic Terrain Generation,WhichOnesPink,"Sep 11, 2019","Nov 16, 2015",1.29 MB,1.10.2,Adventure and RPG | Map and Information | Server Utility | Cosmetic | Biomes,"7,461,174",Forge
ISeeDragons,xcube16,"Aug 13, 2022","Oct 4, 2019",63.71 KB,1.12.2,Miscellaneous,"12,319,891",Forge
XL Packets,tfarecnim,"Mar 7, 2023","Jun 24, 2020",4.67 KB,1.20.1,Server Utility,"8,740,554",Forge
RLTweaker2,meldexun,"Jun 30, 2024","Dec 13, 2022",589.79 KB,1.12.2,Miscellaneous,"3,920,488",Forge
Idwtialsimmoedm,gliscowo,"Aug 24, 2024","May 31, 2022",31.64 KB,1.21,"Map and Information | Magic | Armor, Tools, and Weapons","3,437,740","Fabric, Quilt"
Pigstep,CommodoreThrawn,"May 12, 2020","May 9, 2020",4.61 MB,1.15.2,Miscellaneous | Cosmetic,"9,168,637",-
AlcatrazCore,AlcatrazEscapee,"Jan 30, 2019","Oct 9, 2018",106.76 KB,1.12.2,API and Library,"13,859,825",-
Game Menu Mod Option [Forge],morimori0317,"Feb 10, 2024","Nov 30, 2019",241.67 KB,1.20.4,Miscellaneous | Utility & QoL,"11,993,299","Forge, NeoForge"
Doggy Talents,percivalalb,"Feb 25, 2023","Jun 30, 2017",1.03 MB,1.18.2,Adventure and RPG | Food | Magic | Mobs,"26,611,491",Forge
Netherific,lixir,"Aug 23, 2023","May 6, 2021",1.17 MB,1.20.1,World Gen | MCreator | Cosmetic | Food | Ores and Resources,"11,268,071",Forge
Friends&Foes - Beekeeper Hut (Fabric/Quilt),Faboslav,"Jul 11, 2024","Nov 26, 2022",62.43 KB,1.21,Adventure and RPG | World Gen | Structures,"5,736,551","Fabric, Quilt"
MonoLib,jason13official,"Aug 10, 2024","Jan 30, 2024",82.76 KB,1.21.1,Performance | API and Library | Education,"1,575,496","Fabric, Forge, NeoForge"
CompatSkills,lanse505,"Oct 25, 2019","Mar 21, 2018",369.75 KB,1.12.2,CraftTweaker | Adventure and RPG | Addons,"13,142,006",Forge
AntiBlocksReChiseled,manmaed,"Aug 20, 2024","Dec 1, 2022",590.45 KB,1.21.1,Cosmetic,"3,220,544","Forge, Fabric, NeoForge"
Colossal Chests,kroeser,"Jul 16, 2024","Nov 11, 2015",222.45 KB,1.21.1,Storage,"30,463,948","Forge, NeoForge"
Mediumcore Mode,sbom_xela,"Apr 8, 2024","Apr 8, 2024",39.23 KB,1.20.1,Utility & QoL | Adventure and RPG | Server Utility,"569,314","Forge, NeoForge"
Create: Bells & Whistles,syslev,"Nov 24, 2023","Aug 21, 2023",188.94 KB,1.19.2,Create | Utility & QoL | Player Transport | Technology | Cosmetic,"4,020,923","Forge, NeoForge, Fabric, Quilt"
Darker Depths,naterbobber,"Feb 13, 2023","Mar 23, 2021",810.91 KB,1.19.2,"Cosmetic | Armor, Tools, and Weapons | World Gen | Adventure and RPG","11,658,244",Forge
Rare Ice (Forge/Fabric),shedaniel,"Jun 18, 2023","Apr 7, 2020",42.38 KB,1.20.1,Adventure and RPG | World Gen,"7,923,413","Fabric, Forge, Quilt"
Snowy Spirit,MehVahdJukaar,"Sep 12, 2024","Jan 10, 2022",5.07 MB,1.20.1,Cosmetic | Player Transport,"10,543,425","Forge, Fabric, NeoForge"
Friendermite,CreativeMD,"Jun 16, 2024","Nov 4, 2019",4.02 KB,1.21,Adventure and RPG,"11,401,585","Forge, NeoForge"
Advanced Fishing,nightkosh,"Nov 10, 2018","Sep 24, 2018",270.62 KB,1.12.2,"API and Library | Server Utility | Armor, Tools, and Weapons | Food","13,232,609",-
Potion Rings,Shivaxi,"Nov 11, 2019","Sep 29, 2019",11.05 KB,1.12.2,Magic,"12,504,655",Forge
TschippLib,Tschipp,"Sep 14, 2021","Mar 15, 2017",69.30 KB,1.12.2,API and Library,"13,226,138",Forge
Gadgets Against Grind,MaxNeedsSnacks,"Sep 5, 2024","Oct 30, 2022",428.86 KB,1.21.1,Utility & QoL,"5,507,424","Forge, Fabric, Quilt, NeoForge"
Eyes in the Darkness,gigaherz,"Jul 12, 2024","Oct 12, 2018",269.20 KB,1.21,Adventure and RPG,"4,861,584","Forge, NeoForge"
Forgotten Items,Tschipp,"Dec 12, 2022","Mar 15, 2017",1.06 MB,1.12.2,"Armor, Tools, and Weapons | Adventure and RPG","13,177,177",Forge
Invocations (Spell Engine),cleannrooster,"Jun 19, 2024","Sep 6, 2023",340.39 KB,1.20.1,"Adventure and RPG | Armor, Tools, and Weapons | Magic","3,795,501",Fabric
Mythic Upgrades,TriQue,"Sep 7, 2024","Aug 22, 2022",1.32 MB,1.20.1,"Armor, Tools, and Weapons | World Gen | Ores and Resources","5,434,514","Fabric, Quilt"
YUNG's Law (Forge),YUNGNICKYOUNG,"Nov 16, 2020","Aug 1, 2020",70.45 KB,1.12.2,Ores and Resources | Biomes | World Gen,"7,416,006",Forge
Ceramics,KnightMiner,"Oct 25, 2022","Sep 3, 2016",838.48 KB,1.16.5,"Cosmetic | Storage | Armor, Tools, and Weapons","45,113,032",Forge
